date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,mintempm_1,mintempm_2,maxtempm_1,maxtempm_2,maxhumidity_1,maxhumidity_2,minhumidity_1,minhumidity_2
2014-09-17,31,26,1000.71,94,50,36,26,27,24,1002,998,0.0,28,27,36,34,89,94,52,57
2014-09-18,32,27,1002.54,89,52,36,28,27,25,1005,1000,0.0,27,26,34,28,94,98,57,89
2014-09-19,30,26,1003.91,94,57,34,27,27,25,1006,1002,0.0,26,25,28,29,98,100,89,89
2014-09-20,27,26,1002.2,98,89,28,26,27,25,1004,1000,0.0,25,25,29,33,100,100,89,68
2014-09-21,27,26,1002.38,100,89,29,25,27,25,1004,1000,20.0,25,25,33,33,100,96,68,60
2014-09-22,29,26,1003.29,100,68,33,25,27,25,1005,1001,0.0,25,25,33,34,96,96,60,54
2014-09-23,29,26,1004.17,96,60,33,25,27,25,1006,1002,7.0,25,23,34,37,96,99,54,57
2014-09-24,30,26,1005.45,96,54,34,25,27,24,1007,1004,0.0,23,26,37,35,99,89,57,38
2014-09-25,30,26,1006.91,99,57,37,23,27,24,1009,1005,0.0,26,27,35,37,89,94,38,33
2014-09-26,30,25,1007.89,89,38,35,26,28,23,1010,1006,0.0,27,27,37,36,94,84,33,33
2014-09-27,32,24,1009.63,94,33,37,27,28,19,1012,1008,0.0,27,27,36,35,84,89,33,33
2014-09-28,32,24,1010.0,84,33,36,27,26,21,1013,1008,0.0,27,26,35,34,89,89,33,57
2014-09-29,31,24,1009.15,89,33,35,27,27,20,1012,1006,0.0,26,24,34,33,89,94,57,51
2014-09-30,30,25,1009.42,89,57,34,26,27,23,1012,1008,33.0,24,26,33,35,94,94,51,46
2014-10-01,28,25,1009.69,94,51,33,24,26,23,1013,1007,0.0,26,23,35,34,94,96,46,50
2014-10-02,30,25,1009.15,94,46,35,26,27,23,1012,1006,2.0,23,23,34,33,96,94,50,51
2014-10-03,28,25,1008.13,96,50,34,23,27,23,1011,1006,32.0,23,25,33,34,94,94,51,50
2014-10-04,28,25,1008.64,94,51,33,23,27,23,1011,1006,0.0,25,26,34,34,94,89,50,38
2014-10-05,30,26,1009.78,94,50,34,25,27,24,1012,1007,0.0,26,26,34,34,89,89,38,49
2014-10-06,30,25,1009.58,89,38,34,26,26,22,1012,1006,0.0,26,25,34,34,89,94,49,43
2014-10-07,30,24,1008.7,89,49,34,26,27,23,1012,1005,0.0,25,26,34,35,94,94,43,41
2014-10-08,30,24,1008.31,94,43,34,25,26,22,1011,1006,0.0,26,26,35,35,94,89,41,44
2014-10-09,30,25,1007.8,94,41,35,26,27,23,1011,1005,0.0,26,26,35,31,89,94,44,68
2014-10-10,30,24,1006.87,89,44,35,26,26,23,1009,1004,0.0,26,24,31,30,94,94,68,77
2014-10-11,28,26,1006.51,94,68,31,26,28,24,1008,1004,0.0,24,26,30,34,94,94,77,54
2014-10-12,27,26,1008.04,94,77,30,24,27,25,1010,1005,1.0,26,25,34,32,94,94,54,73
2014-10-13,30,26,1009.42,94,54,34,26,27,25,1012,1007,0.0,25,24,32,33,94,99,73,57
2014-10-14,28,25,1011.63,94,73,32,25,27,24,1014,1010,3.0,24,24,33,32,99,94,57,52
2014-10-15,28,25,1011.94,99,57,33,24,27,24,1015,1010,0.0,24,24,32,32,94,94,52,46
2014-10-16,28,25,1011.62,94,52,32,24,26,23,1014,1010,0.0,24,23,32,32,94,94,46,39
2014-10-17,28,24,1011.98,94,46,32,24,25,22,1015,1010,0.0,23,23,32,32,94,94,39,31
2014-10-18,28,22,1011.22,94,39,32,23,24,18,1014,1009,0.0,23,21,32,31,94,94,31,28
2014-10-19,28,21,1010.87,94,31,32,23,24,17,1013,1009,0.0,21,20,31,32,94,88,28,29
2014-10-20,26,19,1012.0,94,28,31,21,22,15,1015,1010,0.0,20,21,32,32,88,89,29,37
2014-10-21,26,18,1013.07,88,29,32,20,20,15,1016,1011,0.0,21,22,32,32,89,94,37,41
2014-10-22,26,20,1013.22,89,37,32,21,23,19,1016,1011,0.0,22,22,32,32,94,94,41,35
2014-10-23,27,21,1011.98,94,41,32,22,22,19,1015,1009,0.0,22,22,32,32,94,88,35,31
2014-10-24,27,20,1011.3,94,35,32,22,24,16,1014,1009,0.0,22,23,32,29,88,89,31,66
2014-10-25,27,19,1011.4,88,31,32,22,21,16,1014,1010,0.0,23,23,29,27,89,94,66,57
2014-10-26,26,22,1013.46,89,66,29,23,24,21,1015,1011,0.0,23,22,27,29,94,89,57,51
2014-10-27,25,21,1013.09,94,57,27,23,22,20,1015,1011,0.1,22,20,29,30,89,94,51,46
2014-10-28,26,21,1011.69,89,51,29,22,22,20,1014,1010,0.0,20,20,30,30,94,94,46,43
2014-10-29,25,21,1011.7,94,46,30,20,22,19,1015,1010,0.0,20,21,30,30,94,94,43,40
2014-10-30,25,20,1011.33,94,43,30,20,22,18,1014,1009,0.0,21,22,30,30,94,94,40,43
2014-10-31,26,21,1010.89,94,40,30,21,22,18,1014,1009,0.0,22,21,30,31,94,94,43,42
2014-11-01,26,21,1010.71,94,43,30,22,22,19,1013,1009,0.0,21,22,31,31,94,89,42,40
2014-11-02,26,20,1011.27,94,42,31,21,22,19,1014,1009,0.0,22,22,31,31,89,94,40,42
2014-11-03,26,21,1011.04,89,40,31,22,22,15,1015,1008,0.0,22,21,31,31,94,88,42,41
2014-11-04,26,20,1010.15,94,42,31,22,22,19,1013,1008,0.0,21,21,31,31,88,94,41,37
2014-11-05,26,20,1009.47,88,41,31,21,22,18,1013,1007,0.0,21,21,31,32,94,88,37,38
2014-11-06,26,19,1008.67,94,37,31,21,21,18,1012,1006,0.0,21,22,32,32,88,83,38,44
2014-11-07,26,19,1010.04,88,38,32,21,21,17,1012,1008,0.0,22,24,32,32,83,83,44,42
2014-11-08,27,20,1011.25,83,44,32,22,23,19,1014,1009,0.0,24,23,32,31,83,89,42,35
2014-11-09,28,21,1012.56,83,42,32,24,23,19,1015,1011,0.0,23,21,31,31,89,89,35,37
2014-11-10,27,19,1012.0,89,35,31,23,22,17,1015,1010,0.0,21,22,31,33,89,94,37,30
2014-11-11,26,20,1011.96,89,37,31,21,22,18,1015,1010,0.0,22,20,33,31,94,88,30,26
2014-11-12,28,19,1012.47,94,30,33,22,23,15,1014,1011,0.0,20,17,31,30,88,94,26,24
2014-11-13,26,17,1013.56,88,26,31,20,19,13,1016,1012,0.0,17,17,30,29,94,83,24,22
2014-11-14,24,14,1013.35,94,24,30,17,17,9,1017,1011,0.0,17,16,29,28,83,94,22,30
2014-11-15,23,13,1012.37,83,22,29,17,16,9,1015,1010,0.0,16,17,28,29,94,88,30,36
2014-11-16,22,16,1012.18,94,30,28,16,18,12,1016,1010,0.0,17,19,29,29,88,88,36,33
2014-11-17,23,17,1012.94,88,36,29,17,18,14,1016,1011,0.0,19,16,29,29,88,88,33,28
2014-11-18,24,16,1014.38,88,33,29,19,18,14,1018,1012,0.0,16,16,29,28,88,93,28,30
2014-11-19,22,14,1013.98,88,28,29,16,16,11,1017,1011,0.0,16,16,28,29,93,94,30,26
2014-11-20,22,15,1012.67,93,30,28,16,26,12,1016,1003,0.0,16,16,29,28,94,94,26,23
2014-11-21,22,16,1011.89,94,26,29,16,26,13,1016,1002,0.0,16,15,28,29,94,94,23,24
2014-11-22,22,14,1011.87,94,23,28,16,17,10,1015,1010,0.0,15,15,29,32,94,94,24,20
2014-11-23,22,14,1012.18,94,24,29,15,27,9,1015,1000,0.0,15,14,32,27,94,88,20,32
2014-11-24,24,13,1013.07,94,20,32,15,26,4,1016,1000,0.0,14,12,27,27,88,88,32,24
2014-11-25,20,13,1012.28,88,32,27,14,14,10,1016,1009,0.0,12,13,27,27,88,94,24,29
2014-11-26,20,11,1010.27,88,24,27,12,14,8,1014,1007,0.0,13,14,27,29,94,100,29,26
2014-11-27,20,12,1011.11,94,29,27,13,15,9,1014,1009,0.0,14,15,29,29,100,94,26,30
2014-11-28,22,14,1011.77,100,26,29,14,16,10,1015,1010,0.0,15,15,29,30,94,94,30,29
2014-11-29,22,14,1011.6,94,30,29,15,17,10,1015,1009,0.0,15,15,30,29,94,94,29,33
2014-11-30,22,14,1011.15,94,29,30,15,18,10,1014,1009,0.0,15,16,29,28,94,96,33,32
2014-12-01,22,15,1010.67,94,33,29,15,18,11,1014,1008,0.0,16,14,28,32,96,94,32,48
2014-12-02,22,16,1011.4,96,32,28,16,26,10,1015,1006,25.0,14,14,32,33,94,94,48,51
2014-12-03,23,16,1010.53,94,48,32,14,27,14,1014,990,32.0,14,18,33,28,94,94,51,48
2014-12-04,24,17,1012.25,94,51,33,14,26,13,1015,1004,0.0,18,18,28,28,94,94,48,51
2014-12-05,23,18,1013.58,94,48,28,18,20,15,1016,1011,0.0,18,16,28,25,94,100,51,56
2014-12-06,23,18,1013.07,94,51,28,18,22,17,1016,1011,0.0,16,12,25,25,100,100,56,54
2014-12-07,20,17,1013.08,100,56,25,16,20,15,1016,1011,0.0,12,14,25,28,100,99,54,32
2014-12-08,18,16,1013.31,100,54,25,12,21,12,1016,1011,0.0,14,14,28,35,99,100,32,25
2014-12-09,21,15,1014.58,99,32,28,14,19,10,1018,1013,0.0,14,14,35,34,100,100,25,41
2014-12-10,24,14,1013.62,100,25,35,14,25,8,1017,1006,0.0,14,13,34,21,100,94,41,44
2014-12-11,24,15,1014.31,100,41,34,14,26,12,1018,1004,0.0,13,15,21,24,94,94,44,48
2014-12-12,17,14,1015.62,94,44,21,13,26,12,1019,1007,0.0,15,16,24,33,94,94,48,42
2014-12-13,20,14,1015.86,94,48,24,15,16,12,1019,1014,0.0,16,18,33,27,94,100,42,46
2014-12-14,24,16,1014.6,94,42,33,16,27,15,1018,996,6.0,18,16,27,30,100,94,46,47
2014-12-15,22,18,1014.44,100,46,27,18,20,16,1017,1012,0.0,16,14,30,23,94,88,47,27
2014-12-16,23,16,1014.96,94,47,30,16,27,14,1018,998,0.0,14,11,23,24,88,100,27,38
2014-12-17,19,12,1015.94,88,27,23,14,16,8,1019,1014,0.0,11,14,24,25,100,94,38,40
2014-12-18,18,12,1017.64,100,38,24,11,14,11,1021,1016,0.0,14,14,25,25,94,94,40,44
2014-12-19,20,13,1017.83,94,40,25,14,14,12,1021,1015,0.0,14,14,25,25,94,88,44,29
2014-12-20,20,13,1015.41,94,44,25,14,16,12,1019,1013,0.0,14,13,25,24,88,94,29,35
2014-12-21,20,12,1014.29,88,29,25,14,13,10,1017,1012,0.0,13,12,24,25,94,100,35,33
2014-12-22,18,12,1014.31,94,35,24,13,14,10,1017,1012,0.0,12,11,25,25,100,94,33,31
2014-12-23,18,12,1014.67,100,33,25,12,14,10,1018,1012,0.0,11,12,25,24,94,94,31,26
2014-12-24,18,12,1015.64,94,31,25,11,14,9,1019,1013,0.0,12,11,24,22,94,94,26,40
2014-12-25,18,10,1015.11,94,26,24,12,13,6,1018,1012,0.0,11,10,22,22,94,100,40,37
2014-12-26,16,11,1013.62,94,40,22,11,13,10,1017,1011,0.0,10,10,22,23,100,100,37,30
2014-12-27,16,11,1014.62,100,37,22,10,14,9,1017,1012,0.0,10,12,23,23,100,94,30,36
2014-12-28,16,10,1015.5,100,30,23,10,12,8,1019,1013,0.0,12,14,23,22,94,88,36,34
2014-12-29,18,11,1013.96,94,36,23,12,14,9,1018,1011,0.0,14,15,22,22,88,94,34,60
2014-12-30,18,13,1012.87,88,34,22,14,15,10,1016,1011,0.0,15,17,22,23,94,94,60,60
2014-12-31,18,16,1013.85,94,60,22,15,17,15,1017,1012,0.0,17,19,23,27,94,94,60,57
2015-01-01,20,17,1013.7,94,60,23,17,19,16,1016,1012,1.0,19,21,27,30,94,94,57,57
2015-01-02,23,19,1014.11,94,57,27,19,22,17,1017,1012,0.0,21,19,30,25,94,94,57,67
2015-01-03,26,21,1013.62,94,57,30,21,24,19,1017,1011,46.0,19,16,25,24,94,94,67,40
2015-01-04,22,19,1013.05,94,67,25,19,20,18,1015,1011,0.0,16,13,24,24,94,94,40,36
2015-01-05,20,15,1012.8,94,40,24,16,19,13,1016,1011,0.0,13,12,24,24,94,94,36,40
2015-01-06,18,13,1013.44,94,36,24,13,17,10,1016,1011,0.0,12,12,24,25,94,94,40,33
2015-01-07,18,13,1013.31,94,40,24,12,17,11,1016,1011,0.0,12,14,25,23,94,94,33,44
2015-01-08,18,14,1013.3,94,33,25,12,15,12,1016,1011,0.0,14,13,23,25,94,94,44,32
2015-01-09,18,14,1014.59,94,44,23,14,15,13,1018,1013,0.0,13,11,25,19,94,94,32,60
2015-01-10,19,13,1015.0,94,32,25,13,15,9,1017,1013,0.0,11,11,19,23,94,94,60,24
2015-01-11,15,13,1016.71,94,60,19,11,14,10,1020,1015,0.0,11,12,23,23,94,94,24,42
2015-01-12,17,11,1015.78,94,24,23,11,13,7,1019,1013,0.0,12,13,23,24,94,94,42,35
2015-01-13,18,12,1014.93,94,42,23,12,14,11,1018,1012,0.0,13,11,24,25,94,94,35,38
2015-01-14,18,13,1015.07,94,35,24,13,16,11,1018,1013,0.0,11,14,25,25,94,94,38,35
2015-01-15,18,13,1014.78,94,38,25,11,16,11,1018,1012,0.0,14,14,25,25,94,88,35,25
2015-01-16,20,14,1014.51,94,35,25,14,16,12,1017,1012,0.0,14,11,25,21,88,94,25,43
2015-01-17,20,12,1014.33,88,25,25,14,14,9,1017,1012,0.0,11,11,21,22,94,94,43,46
2015-01-18,16,12,1015.24,94,43,21,11,14,11,1018,1013,0.0,11,11,22,23,94,100,46,32
2015-01-19,16,12,1016.33,94,46,22,11,14,11,1019,1014,0.0,11,11,23,25,100,94,32,24
2015-01-20,17,12,1017.96,100,32,23,11,14,10,1021,1016,0.0,11,12,25,26,94,94,24,31
2015-01-21,18,11,1019.19,94,24,25,11,13,7,1022,1017,0.0,12,11,26,28,94,94,31,23
2015-01-22,19,12,1018.0,94,31,26,12,14,10,1021,1015,0.0,11,14,28,27,94,94,23,31
2015-01-23,20,11,1015.24,94,23,28,11,14,7,1018,1013,0.0,14,14,27,27,94,94,31,32
2015-01-24,20,14,1016.06,94,31,27,14,16,11,1018,1014,0.0,14,15,27,26,94,94,32,35
2015-01-25,20,14,1017.37,94,32,27,14,16,12,1020,1015,0.0,15,14,26,27,94,88,35,39
2015-01-26,20,14,1016.82,94,35,26,15,16,11,1020,1014,0.0,14,15,27,23,88,94,39,37
2015-01-27,20,14,1014.98,88,39,27,14,16,12,1018,1013,0.0,15,16,23,26,94,94,37,43
2015-01-28,19,15,1013.89,94,37,23,15,17,12,1016,1012,0.0,16,16,26,23,94,94,43,51
2015-01-29,21,16,1014.98,94,43,26,16,17,12,1017,1012,0.0,16,12,23,23,94,94,51,26
2015-01-30,20,16,1016.18,94,51,23,16,18,14,1019,1014,0.0,12,11,23,24,94,94,26,26
2015-01-31,18,10,1017.27,94,26,23,12,15,7,1020,1015,0.0,11,11,24,25,94,94,26,24
2015-02-01,18,10,1017.0,94,26,24,11,12,7,1019,1015,0.0,11,12,25,28,94,94,24,21
2015-02-02,18,10,1018.23,94,24,25,11,12,7,1021,1017,0.0,12,14,28,31,94,94,21,21
2015-02-03,20,12,1018.96,94,21,28,12,15,8,1022,1017,0.0,14,16,31,27,94,94,21,36
2015-02-04,22,13,1017.04,94,21,31,14,16,9,1021,1014,0.0,16,16,27,25,94,83,36,30
2015-02-05,22,15,1016.07,94,36,27,16,17,14,1019,1014,0.0,16,11,25,25,83,94,30,20
2015-02-06,20,12,1016.46,83,30,25,16,16,10,1020,1015,0.0,11,13,25,29,94,94,20,21
2015-02-07,18,11,1015.4,94,20,25,11,13,7,1018,1013,0.0,13,15,29,27,94,94,21,29
2015-02-08,21,13,1015.15,94,21,29,13,15,10,1018,1013,0.0,15,16,27,28,94,94,29,34
2015-02-09,21,14,1016.38,94,29,27,15,17,12,1019,1015,0.0,16,17,28,27,94,94,34,23
2015-02-10,22,15,1016.46,94,34,28,16,17,13,1020,1014,0.0,17,15,27,28,94,88,23,22
2015-02-11,22,13,1015.09,94,23,27,17,17,9,1018,1013,0.0,15,16,28,27,88,94,22,28
2015-02-12,22,13,1013.28,88,22,28,15,16,8,1017,1010,0.0,16,15,27,29,94,88,28,32
2015-02-13,22,14,1011.77,94,28,27,16,17,12,1014,1010,0.0,15,18,29,30,88,100,32,39
2015-02-14,22,14,1011.11,88,32,29,15,19,13,1014,1008,0.0,18,17,30,30,100,94,39,41
2015-02-15,24,18,1011.31,100,39,30,18,22,16,1014,1009,1.0,17,19,30,30,94,100,41,47
2015-02-16,24,18,1013.28,94,41,30,17,21,15,1016,1011,0.0,19,20,30,31,100,95,47,44
2015-02-17,24,20,1011.7,100,47,30,19,21,18,1014,1009,0.0,20,19,31,29,95,94,44,51
2015-02-18,26,20,1011.15,95,44,31,20,22,17,1014,1008,1.0,19,20,29,32,94,94,51,27
2015-02-19,24,20,1011.78,94,51,29,19,22,16,1015,1009,0.0,20,20,32,33,94,94,27,30
2015-02-20,26,18,1012.93,94,27,32,20,22,14,1016,1011,0.0,20,22,33,33,94,94,30,24
2015-02-21,26,19,1011.64,94,30,33,20,21,15,1014,1009,0.0,22,21,33,33,94,94,24,29
2015-02-22,28,20,1011.7,94,24,33,22,23,14,1014,1010,0.0,21,21,33,33,94,94,29,42
2015-02-23,27,20,1012.2,94,29,33,21,23,16,1015,1010,0.0,21,21,33,32,94,94,42,36
2015-02-24,27,20,1010.36,94,42,33,21,22,18,1014,1007,0.0,21,22,32,34,94,89,36,32
2015-02-25,26,20,1008.93,94,36,32,21,22,18,1011,1007,0.0,22,21,34,34,89,94,32,26
2015-02-26,28,21,1007.94,89,32,34,22,22,18,1011,1005,0.0,21,23,34,33,94,89,26,30
2015-02-27,28,20,1009.25,94,26,34,21,23,17,1012,1007,0.0,23,21,33,33,89,100,30,33
2015-02-28,28,20,1011.07,89,30,33,23,22,17,1014,1009,0.0,21,20,33,34,100,94,33,24
2015-03-01,27,19,1011.9,100,33,33,21,23,16,1014,1010,0.0,20,21,34,31,94,83,24,32
2015-03-02,27,17,1012.43,94,24,34,20,21,13,1015,1010,0.0,21,20,31,27,83,94,32,51
2015-03-03,26,18,1010.46,83,32,31,21,20,17,1013,1007,2.0,20,19,27,29,94,94,51,18
2015-03-04,24,20,1010.25,94,51,27,20,22,18,1014,1007,8.0,19,16,29,30,94,88,18,19
2015-03-05,24,13,1013.19,94,18,29,19,21,7,1016,1011,0.0,16,17,30,29,88,94,19,19
2015-03-06,23,13,1014.19,88,19,30,16,17,8,1017,1011,0.0,17,17,29,31,94,83,19,23
2015-03-07,23,13,1013.37,94,19,29,17,17,8,1016,1011,0.0,17,18,31,33,83,88,23,21
2015-03-08,24,14,1013.89,83,23,31,17,16,10,1017,1012,0.0,18,21,33,33,88,88,21,15
2015-03-09,26,15,1014.57,88,21,33,18,18,11,1017,1013,0.0,21,19,33,31,88,78,15,20
2015-03-10,27,15,1013.96,88,15,33,21,21,9,1017,1012,0.0,19,18,31,32,78,73,20,18
2015-03-11,25,13,1014.87,78,20,31,19,17,9,1018,1013,0.0,18,18,32,33,73,94,18,15
2015-03-12,25,13,1014.28,73,18,32,18,17,9,1018,1011,0.0,18,22,33,34,94,89,15,20
2015-03-13,26,14,1012.72,94,15,33,18,18,9,1016,1010,0.0,22,23,34,35,89,88,20,23
2015-03-14,28,18,1013.47,89,20,34,22,23,11,1017,1011,0.0,23,22,35,31,88,73,23,27
2015-03-15,29,17,1014.15,88,23,35,23,24,14,1017,1012,0.0,22,21,31,34,73,88,27,29
2015-03-16,26,16,1015.18,73,27,31,22,19,14,1018,1013,0.0,21,23,34,33,88,78,29,22
2015-03-17,28,18,1011.11,88,29,34,21,20,16,1015,1007,0.0,23,21,33,32,78,73,22,20
2015-03-18,28,17,1010.09,78,22,33,23,21,13,1013,1008,0.0,21,20,32,33,73,78,20,22
2015-03-19,26,15,1012.02,73,20,32,21,18,12,1015,1010,0.0,20,19,33,34,78,83,22,23
2015-03-20,26,15,1012.85,78,22,33,20,17,10,1016,1010,0.0,19,21,34,34,83,89,23,18
2015-03-21,26,15,1012.3,83,23,34,19,20,12,1016,1010,0.0,21,21,34,36,89,83,18,19
2015-03-22,28,16,1010.53,89,18,34,21,22,12,1014,1008,0.0,21,22,36,35,83,94,19,35
2015-03-23,28,16,1008.62,83,19,36,21,19,13,1011,1006,0.0,22,24,35,35,94,100,35,32
2015-03-24,28,20,1009.24,94,35,35,22,24,16,1012,1007,0.0,24,25,35,34,100,94,32,40
2015-03-25,30,23,1011.02,100,32,35,24,26,20,1014,1009,0.0,25,25,34,34,94,94,40,46
2015-03-26,30,23,1013.28,94,40,34,25,24,22,1016,1011,0.0,25,25,34,32,94,89,46,45
2015-03-27,30,23,1012.85,94,46,34,25,25,22,1016,1010,0.2,25,24,32,34,89,94,45,46
2015-03-28,28,23,1010.95,89,45,32,25,25,21,1015,1008,0.0,24,22,34,34,94,100,46,44
2015-03-29,29,23,1009.6,94,46,34,24,25,22,1012,1007,0.0,22,21,34,31,100,94,44,49
2015-03-30,28,23,1009.35,100,44,34,22,24,21,1012,1004,32.0,21,25,31,35,94,89,49,51
2015-03-31,26,22,1009.22,94,49,31,21,23,21,1012,1007,0.0,25,26,35,36,89,94,51,38
2015-04-01,30,24,1007.19,89,51,35,25,26,23,1010,1004,0.0,26,26,36,37,94,89,38,39
2015-04-02,31,24,1004.51,94,38,36,26,26,20,1008,1001,0.0,26,23,37,36,89,94,39,46
2015-04-03,32,23,1002.52,89,39,37,26,26,20,1005,1000,0.0,23,23,36,34,94,94,46,53
2015-04-04,30,25,1002.17,94,46,36,23,26,20,1005,999,0.0,23,22,34,32,94,94,53,62
2015-04-05,28,23,1004.72,94,53,34,23,26,20,1007,1002,17.0,22,22,32,35,94,100,62,54
2015-04-06,27,24,1006.34,94,62,32,22,27,21,1009,1004,0.1,22,21,35,32,100,100,54,58
2015-04-07,28,24,1008.41,100,54,35,22,27,21,1012,1004,0.0,21,23,32,35,100,83,58,26
2015-04-08,26,23,1009.57,100,58,32,21,25,21,1012,1007,0.1,23,25,35,37,83,84,26,22
2015-04-09,29,20,1008.28,83,26,35,23,23,17,1012,1006,0.0,25,26,37,36,84,86,22,43
2015-04-10,31,22,1008.26,84,22,37,25,25,16,1011,1006,0.0,26,22,36,34,86,94,43,48
2015-04-11,31,25,1009.17,86,43,36,26,26,21,1011,1007,0.0,22,23,34,33,94,89,48,47
2015-04-12,28,24,1011.71,94,48,34,22,26,21,1014,1008,11.0,23,24,33,34,89,94,47,40
2015-04-13,28,22,1012.31,89,47,33,23,25,21,1015,1009,0.0,24,26,34,34,94,89,40,32
2015-04-14,29,23,1011.13,94,40,34,24,25,20,1014,1008,0.0,26,27,34,33,89,79,32,42
2015-04-15,30,22,1011.28,89,32,34,26,26,20,1014,1008,0.0,27,25,33,35,79,78,42,35
2015-04-16,30,22,1011.63,79,42,33,27,24,20,1015,1009,0.0,25,25,35,36,78,84,35,41
2015-04-17,30,21,1008.45,78,35,35,25,24,18,1012,1005,0.1,25,27,36,36,84,84,41,52
2015-04-18,30,23,1004.87,84,41,36,25,25,20,1008,1002,0.0,27,27,36,35,84,89,52,26
2015-04-19,32,25,1005.87,84,52,36,27,27,23,1009,1003,0.0,27,22,35,37,89,94,26,35
2015-04-20,31,25,1007.46,89,26,35,27,26,17,1011,1004,0.0,22,23,37,35,94,84,35,62
2015-04-21,30,24,1004.8,94,35,37,22,27,16,1008,1002,4.0,23,22,35,36,84,95,62,44
2015-04-22,29,25,1003.72,84,62,35,23,28,20,1008,1001,9.0,22,22,36,33,95,94,44,46
2015-04-23,29,24,1006.2,95,44,36,22,27,21,1009,1003,0.0,22,22,33,32,94,100,46,55
2015-04-24,28,22,1008.6,94,46,33,22,24,20,1011,1006,0.1,22,21,32,30,100,95,55,56
2015-04-25,27,22,1010.17,100,55,32,22,24,20,1012,1007,19.0,21,21,30,33,95,97,56,43
2015-04-26,26,21,1011.14,95,56,30,21,23,20,1014,1009,3.0,21,22,33,34,97,90,43,49
2015-04-27,27,22,1010.15,97,43,33,21,23,20,1013,1008,0.0,22,21,34,33,90,93,49,57
2015-04-28,28,22,1008.15,90,49,34,22,24,20,1012,1004,8.0,21,25,33,35,93,94,57,52
2015-04-29,27,23,1006.78,93,57,33,21,24,20,1009,1004,0.0,25,27,35,36,94,90,52,50
2015-04-30,30,25,1006.82,94,52,35,25,26,24,1009,1004,0.0,27,25,36,35,90,89,50,56
2015-05-01,32,26,1005.76,90,50,36,27,28,21,1009,1003,0.0,25,24,35,36,89,84,56,54
2015-05-02,30,25,1005.96,89,56,35,25,27,20,1009,1004,0.4,24,24,36,35,84,86,54,49
2015-05-03,30,23,1007.25,84,54,36,24,28,21,1010,1004,0.0,24,27,35,37,86,91,49,33
2015-05-04,30,23,1007.8,86,49,35,24,26,20,1010,1005,0.0,27,28,37,37,91,84,33,48
2015-05-05,32,24,1006.09,91,33,37,27,27,20,1009,1003,0.0,28,28,37,36,84,89,48,53
2015-05-06,32,26,1004.61,84,48,37,28,28,24,1007,1002,0.0,28,27,36,35,89,92,53,51
2015-05-07,32,25,1004.81,89,53,36,28,28,24,1007,1003,0.0,27,28,35,35,92,89,51,53
2015-05-08,31,25,1004.22,92,51,35,27,27,25,1007,1002,0.0,28,28,35,37,89,89,53,51
2015-05-09,32,27,1003.75,89,53,35,28,28,26,1006,1001,0.0,28,28,37,36,89,94,51,52
2015-05-10,32,27,1004.25,89,51,37,28,28,26,1006,1002,0.0,28,28,36,36,94,91,52,55
2015-05-11,32,27,1005.64,94,52,36,28,28,26,1008,1003,0.0,28,27,36,37,91,89,55,38
2015-05-12,32,27,1005.91,91,55,36,28,28,26,1009,1003,0.0,27,26,37,38,89,88,38,37
2015-05-13,32,25,1005.65,89,38,37,27,27,22,1009,1002,0.2,26,27,38,38,88,89,37,48
2015-05-14,32,25,1005.98,88,37,38,26,27,22,1009,1004,0.0,27,25,38,35,89,94,48,47
2015-05-15,33,26,1006.42,89,48,38,27,28,25,1009,1003,0.0,25,23,35,34,94,95,47,45
2015-05-16,30,24,1005.77,94,47,35,25,26,23,1009,1002,11.0,23,25,34,36,95,95,45,42
2015-05-17,28,24,1004.35,95,45,34,23,25,23,1008,1002,0.0,25,25,36,35,95,95,42,40
2015-05-18,30,25,1003.35,95,42,36,25,27,23,1005,1000,17.0,25,28,35,35,95,94,40,54
2015-05-19,30,25,1002.44,95,40,35,25,27,23,1005,1000,0.0,28,28,35,38,94,93,54,48
2015-05-20,32,27,1001.77,94,54,35,28,28,26,1003,1000,0.6,28,29,38,39,93,88,48,43
2015-05-21,33,27,1001.07,93,48,38,28,29,25,1003,998,0.0,29,29,39,38,88,84,43,49
2015-05-22,34,28,999.78,88,43,39,29,29,26,1002,997,0.0,29,30,38,38,84,89,49,48
2015-05-23,34,28,999.07,84,49,38,29,28,26,1001,997,0.0,30,27,38,36,89,94,48,54
2015-05-24,34,28,999.78,89,48,38,30,29,27,1002,998,0.0,27,27,36,37,94,89,54,49
2015-05-25,32,27,1000.57,94,54,36,27,29,24,1004,998,0.6,27,28,37,36,89,89,49,52
2015-05-26,32,27,1002.55,89,49,37,27,29,26,1005,1001,0.8,28,29,36,37,89,89,52,48
2015-05-27,32,27,1002.86,89,52,36,28,28,25,1006,1001,0.0,29,29,37,37,89,89,48,49
2015-05-28,33,27,1001.84,89,48,37,29,28,25,1004,1000,0.0,29,29,37,37,89,90,49,46
2015-05-29,33,27,1002.82,89,49,37,29,28,26,1005,1001,0.0,29,29,37,36,90,84,46,36
2015-05-30,33,26,1003.96,90,46,37,29,27,24,1010,1001,0.0,29,29,36,36,84,79,36,42
